ticket_id,created_at,subject,description,category,priority,source,affected_service
TKT-0480,2026-07-22 13:41:00,Update failed,"Hello, The program displays an error message and will not open. The issue continues after a restart.",Software,Medium,Phone,Finance Application
TKT-0144,2026-08-28 01:15:00,Password reset needed,Please help. I entered the wrong password several times and my account is now locked. This started this morning.,Account Access,Medium,Phone,Time Entry
TKT-0383,2026-06-21 23:18:00,Too much spam,Please help. I am receiving a large increase in unwanted messages today. I have a client deadline later today.,Email,Medium,Phone,Email Gateway
TKT-0047,2026-08-22 19:52:00,Account locked,My password expired and the reset page will not accept the new password. Please let me know what information you need.,Account Access,High,Portal,Time Entry
TKT-0529,2026-06-11 19:44:00,License error,"Hello, I need the approved software installed for a new assignment. The issue continues after a restart.",Software,Low,Email,Project Management Tool
TKT-0021,2026-07-27 07:54:00,Access denied,"Hi support, I entered the wrong password several times and my account is now locked. The problem began after the latest update.",Account Access,High,Portal,Time Entry
TKT-0777,2026-08-14 11:12:00,Suspicious email received,Please help. A security warning appeared after I opened a downloaded file. I have a client deadline later today.,Security,High,Chat,Identity Portal
TKT-0435,2026-08-15 23:39:00,Mailbox is full,Please help. I am receiving a large increase in unwanted messages today. Please let me know what information you need.,Email,Low,Portal,Email Gateway
TKT-0108,2026-08-14 23:58:00,Access denied,I can sign in to my laptop but the application says I do not have access. Another team member can use the same service.,Account Access,Medium,Chat,Project Portal
TKT-0064,2026-07-13 12:08:00,Account locked,"Hello, I entered the wrong password several times and my account is now locked. The issue continues after a restart.",Account Access,High,Chat,Microsoft 365
TKT-0791,2026-08-30 13:18:00,Unusual password reset,Please help. My company phone is missing and may have been left in a public location. I am working remotely today.,Security,Medium,Phone,Endpoint Protection
TKT-0900,2026-08-07 19:02:00,Lost company device,"Hello, A security warning appeared after I opened a downloaded file. The issue continues after a restart.",Security,Medium,Phone,Identity Portal
TKT-0891,2026-06-22 19:16:00,Unexpected login alert,The account portal reported a login from a location I do not recognize. The problem began after the latest update.,Security,High,Portal,Email Gateway
TKT-0657,2026-07-07 01:13:00,Docking station issue,"Hello, The laptop does not power on even when it is connected to the charger. The problem began after the latest update.",Hardware,Medium,Phone,Keyboard
TKT-0158,2026-07-06 07:21:00,VPN will not connect,"Hello, Websites work but I cannot reach the shared project drive from home. The problem began after the latest update.",Network and VPN,High,Phone,Office Wi Fi
TKT-0414,2026-08-20 03:12:00,Mailbox is full,Several expected emails are missing even though the senders received no error. I am working remotely today.,Email,High,Portal,Email Gateway
TKT-0066,2026-06-27 22:38:00,MFA code not working,"IT team, I can sign in to my laptop but the application says I do not have access. Another team member can use the same service.",Account Access,Medium,Chat,Time Entry
TKT-0658,2026-08-25 20:46:00,Keyboard stopped working,"Hi support, The battery now lasts less than one hour after a full charge. Please let me know what information you need.",Hardware,Low,Portal,Battery
TKT-0213,2026-08-04 05:07:00,Wi Fi keeps dropping,"Hello, My laptop shows connected to Wi Fi but no internal sites will load. There is no error code displayed.",Network and VPN,Low,Email,Remote Desktop
TKT-0048,2026-07-09 03:57:00,Access denied,"Hi support, My password expired and the reset page will not accept the new password. The issue continues after a restart.",Account Access,Low,Email,Identity Portal
TKT-0249,2026-06-09 08:28:00,No network access,"Hi support, My wireless connection disconnects every few minutes in the office. This started this morning.",Network and VPN,Medium,Email,Corporate VPN
TKT-0431,2026-06-30 09:58:00,Email not sending,Messages remain in the outbox and do not send to external recipients. I have a client deadline later today.,Email,Low,Portal,Exchange Online
TKT-0388,2026-06-16 04:24:00,Email not sending,"IT team, Messages remain in the outbox and do not send to external recipients. Please let me know what information you need.",Email,Medium,Phone,Exchange Online
TKT-0014,2026-06-06 13:43:00,Cannot sign in,Please help. The multifactor authentication code is not arriving on my phone. Please let me know what information you need.,Account Access,Medium,Phone,Microsoft 365
TKT-0482,2026-07-23 05:26:00,Update failed,"Hi support, I need the approved software installed for a new assignment. I am working remotely today.",Software,Low,Chat,Project Management Tool
TKT-0876,2026-08-11 10:13:00,Possible malware warning,Please help. My company phone is missing and may have been left in a public location. Please let me know what information you need.,Security,High,Phone,Endpoint Protection
TKT-0541,2026-06-04 08:27:00,Software install request,"Hi support, The latest update repeatedly fails near the end of installation. I have a client deadline later today.",Software,High,Portal,Project Management Tool
TKT-0197,2026-06-28 20:38:00,VPN will not connect,"Hello, The network connection is extremely slow when I open large files remotely. There is no error code displayed.",Network and VPN,Medium,Chat,Corporate VPN
TKT-0594,2026-07-26 15:20:00,Software install request,Please help. I need the approved software installed for a new assignment. The problem began after the latest update.,Software,Medium,Email,CAD Application
TKT-0712,2026-08-13 14:59:00,Laptop will not start,"Hello, USB devices disconnect whenever I connect through the docking station. The issue continues after a restart.",Hardware,High,Phone,Battery
TKT-0208,2026-08-21 05:22:00,No network access,"IT team, My wireless connection disconnects every few minutes in the office. There is no error code displayed.",Network and VPN,Medium,Email,Corporate VPN
TKT-0636,2026-06-09 06:22:00,Keyboard stopped working,"IT team, Several keys stopped responding after I returned from lunch. Another team member can use the same service.",Hardware,Medium,Portal,Monitor
TKT-0823,2026-08-04 02:20:00,Possible malware warning,"Hi support, I received an email asking me to sign in through a link that does not look legitimate. Another team member can use the same service.",Security,High,Portal,Identity Portal
TKT-0216,2026-07-20 19:46:00,No network access,"Hello, My laptop shows connected to Wi Fi but no internal sites will load. Please let me know what information you need.",Network and VPN,Medium,Phone,Remote Desktop
TKT-0870,2026-08-29 16:35:00,Suspicious email received,"IT team, A security warning appeared after I opened a downloaded file. This started this morning.",Security,High,Phone,Identity Portal
TKT-0704,2026-06-16 19:51:00,Monitor not detected,The battery now lasts less than one hour after a full charge. Please let me know what information you need.,Hardware,High,Portal,Monitor
TKT-0315,2026-06-11 13:22:00,Attachment blocked,Several expected emails are missing even though the senders received no error. The issue continues after a restart.,Email,Low,Chat,Exchange Online
TKT-0417,2026-08-12 22:21:00,Mailbox is full,"IT team, Several expected emails are missing even though the senders received no error. Another team member can use the same service.",Email,Medium,Portal,Email Gateway
TKT-0517,2026-07-11 20:50:00,License error,"Hello, I need the approved software installed for a new assignment. The issue continues after a restart.",Software,Medium,Phone,Project Management Tool
TKT-0463,2026-07-16 01:02:00,License error,The latest update repeatedly fails near the end of installation. Please let me know what information you need.,Software,Medium,Phone,Project Management Tool
TKT-0237,2026-07-10 03:06:00,Remote connection is slow,Please help. The network connection is extremely slow when I open large files remotely. I have a client deadline later today.,Network and VPN,Low,Portal,Project File Share
TKT-0798,2026-08-02 03:45:00,Unexpected login alert,"IT team, I received a password reset notification that I did not request. There is no error code displayed.",Security,Medium,Chat,Email Gateway
TKT-0436,2026-06-09 15:20:00,Too much spam,"Hi support, Messages remain in the outbox and do not send to external recipients. Another team member can use the same service.",Email,Medium,Phone,Shared Mailbox
TKT-0168,2026-07-28 11:46:00,Remote connection is slow,My wireless connection disconnects every few minutes in the office. The problem began after the latest update.,Network and VPN,Medium,Chat,Office Wi Fi
TKT-0341,2026-08-07 00:09:00,Mailbox is full,"IT team, I am receiving a large increase in unwanted messages today. There is no error code displayed.",Email,Medium,Portal,Email Gateway
TKT-0074,2026-07-08 09:12:00,MFA code not working,"Hi support, I changed my password this morning and now my credentials are rejected. Another team member can use the same service.",Account Access,Medium,Email,Microsoft 365
TKT-0516,2026-06-15 21:42:00,License error,Please help. The application closes immediately after I open the project file. This started this morning.,Software,Medium,Phone,Project Management Tool
TKT-0005,2026-06-05 22:39:00,Cannot sign in,"Hi support, I entered the wrong password several times and my account is now locked. I am working remotely today.",Account Access,High,Phone,Time Entry
TKT-0084,2026-06-29 08:59:00,Access denied,Please help. I entered the wrong password several times and my account is now locked. There is no error code displayed.,Account Access,Medium,Email,Identity Portal
TKT-0474,2026-07-12 03:33:00,Update failed,"Hello, The program says no license is available even though I used it yesterday. The problem began after the latest update.",Software,Low,Email,Project Management Tool
TKT-0150,2026-06-26 05:45:00,Account locked,I can sign in to my laptop but the application says I do not have access. The issue continues after a restart.,Account Access,Low,Email,Project Portal
TKT-0740,2026-06-24 12:06:00,Monitor not detected,"IT team, The second monitor is blank and is not shown in display settings. Please let me know what information you need.",Hardware,Low,Chat,Docking Station
TKT-0228,2026-07-01 23:59:00,Remote connection is slow,"Hello, My wireless connection disconnects every few minutes in the office. I have a client deadline later today.",Network and VPN,Medium,Email,Office Wi Fi
TKT-0472,2026-06-24 00:20:00,License error,"Hello, I need the approved software installed for a new assignment. This started this morning.",Software,Medium,Portal,PDF Editor
TKT-0376,2026-07-01 16:00:00,Too much spam,Please help. Outlook reports that my mailbox has reached its storage limit. Another team member can use the same service.,Email,Medium,Portal,Shared Mailbox
TKT-0283,2026-08-14 05:40:00,Remote connection is slow,Please help. The VPN client stops while connecting and reports that the gateway is unavailable. I have a client deadline later today.,Network and VPN,High,Phone,Corporate VPN
TKT-0415,2026-06-13 16:04:00,Email not sending,Please help. Outlook reports that my mailbox has reached its storage limit. I am working remotely today.,Email,Medium,Phone,Exchange Online
TKT-0133,2026-07-24 16:20:00,MFA code not working,Please help. I entered the wrong password several times and my account is now locked. The issue continues after a restart.,Account Access,Medium,Phone,Identity Portal
TKT-0564,2026-07-08 14:13:00,Software install request,Please help. The program says no license is available even though I used it yesterday. I am working remotely today.,Software,High,Email,CAD Application
TKT-0768,2026-06-06 19:50:00,Possible malware warning,"IT team, I received an email asking me to sign in through a link that does not look legitimate. This started this morning.",Security,High,Email,Identity Portal
TKT-0544,2026-06-12 05:07:00,Program will not open,Please help. I need the approved software installed for a new assignment. Another team member can use the same service.,Software,Medium,Chat,Finance Application
TKT-0538,2026-07-29 17:34:00,Update failed,"Hello, I need the approved software installed for a new assignment. The problem began after the latest update.",Software,High,Email,PDF Editor
TKT-0446,2026-08-19 02:11:00,Too much spam,"Hi support, Outlook reports that my mailbox has reached its storage limit. There is no error code displayed.",Email,Medium,Portal,Email Gateway
TKT-0242,2026-06-30 06:03:00,Remote connection is slow,"IT team, My wireless connection disconnects every few minutes in the office. I have a client deadline later today.",Network and VPN,High,Chat,Office Wi Fi
TKT-0770,2026-07-20 12:41:00,Possible malware warning,"Hello, The account portal reported a login from a location I do not recognize. Please let me know what information you need.",Security,High,Portal,Email Gateway
TKT-0722,2026-07-26 13:27:00,Keyboard stopped working,"Hello, The laptop does not power on even when it is connected to the charger. There is no error code displayed.",Hardware,Medium,Email,Docking Station
TKT-0525,2026-07-26 08:37:00,Program will not open,"IT team, The application closes immediately after I open the project file. Please let me know what information you need.",Software,Medium,Portal,Project Management Tool
TKT-0171,2026-07-01 22:26:00,Remote connection is slow,My wireless connection disconnects every few minutes in the office. I have a client deadline later today.,Network and VPN,Low,Phone,Project File Share
TKT-0122,2026-07-02 19:51:00,Password reset needed,I can sign in to my laptop but the application says I do not have access. The issue continues after a restart.,Account Access,Medium,Portal,Project Portal
TKT-0378,2026-08-21 16:19:00,Attachment blocked,Please help. Several expected emails are missing even though the senders received no error. There is no error code displayed.,Email,High,Chat,Email Gateway
TKT-0465,2026-08-04 10:57:00,License error,Please help. The application closes immediately after I open the project file. I have a client deadline later today.,Software,Medium,Chat,Project Management Tool
TKT-0549,2026-08-27 23:17:00,Software install request,The program displays an error message and will not open. This started this morning.,Software,Low,Email,CAD Application
TKT-0410,2026-07-31 18:45:00,Email not sending,A project attachment is being blocked when I try to send it. The problem began after the latest update.,Email,Low,Email,Email Gateway
TKT-0795,2026-08-06 23:06:00,Suspicious email received,I received an email asking me to sign in through a link that does not look legitimate. Another team member can use the same service.,Security,Critical,Portal,Endpoint Protection
TKT-0719,2026-07-31 02:56:00,Keyboard stopped working,"Hi support, The second monitor is blank and is not shown in display settings. Another team member can use the same service.",Hardware,Medium,Chat,Monitor
TKT-0563,2026-08-09 03:40:00,Application crashes,"Hello, The application closes immediately after I open the project file. I have a client deadline later today.",Software,Medium,Email,Finance Application
TKT-0013,2026-06-12 16:28:00,Cannot sign in,"Hello, I entered the wrong password several times and my account is now locked. Please let me know what information you need.",Account Access,Low,Chat,Time Entry
TKT-0265,2026-06-24 04:02:00,Cannot reach shared drive,My wireless connection disconnects every few minutes in the office. Please let me know what information you need.,Network and VPN,High,Phone,Remote Desktop
TKT-0119,2026-06-11 03:13:00,MFA code not working,"Hi support, I entered the wrong password several times and my account is now locked. I am working remotely today.",Account Access,Medium,Chat,Time Entry
TKT-0838,2026-06-19 20:10:00,Unexpected login alert,"Hello, A security warning appeared after I opened a downloaded file. There is no error code displayed.",Security,Critical,Email,Security Operations
TKT-0700,2026-07-21 12:58:00,Keyboard stopped working,Several keys stopped responding after I returned from lunch. Please let me know what information you need.,Hardware,High,Phone,Docking Station
TKT-0184,2026-06-03 20:45:00,Wi Fi keeps dropping,"Hi support, My wireless connection disconnects every few minutes in the office. Please let me know what information you need.",Network and VPN,High,Portal,Remote Desktop
TKT-0487,2026-06-24 11:31:00,Application crashes,"IT team, The latest update repeatedly fails near the end of installation. Please let me know what information you need.",Software,Medium,Portal,Project Management Tool
TKT-0395,2026-07-28 23:38:00,Email not sending,"IT team, A project attachment is being blocked when I try to send it. Please let me know what information you need.",Email,Medium,Email,Email Gateway
TKT-0006,2026-06-21 04:02:00,MFA code not working,"IT team, I can sign in to my laptop but the application says I do not have access. This started this morning.",Account Access,Low,Portal,Time Entry
TKT-0425,2026-06-24 07:11:00,Too much spam,"Hi support, I am receiving a large increase in unwanted messages today. This started this morning.",Email,High,Portal,Email Gateway
TKT-0810,2026-06-20 07:35:00,Possible malware warning,"Hi support, My company phone is missing and may have been left in a public location. Another team member can use the same service.",Security,High,Email,Endpoint Protection
TKT-0286,2026-08-09 12:49:00,VPN will not connect,"Hello, Websites work but I cannot reach the shared project drive from home. Please let me know what information you need.",Network and VPN,Low,Chat,Remote Desktop
TKT-0125,2026-08-29 06:43:00,MFA code not working,"Hello, The multifactor authentication code is not arriving on my phone. I have a client deadline later today.",Account Access,High,Portal,Time Entry
TKT-0481,2026-06-17 08:39:00,Update failed,Please help. I need the approved software installed for a new assignment. I have a client deadline later today.,Software,Medium,Chat,Finance Application
TKT-0453,2026-06-20 07:38:00,License error,"IT team, The program displays an error message and will not open. There is no error code displayed.",Software,High,Portal,Project Management Tool
TKT-0194,2026-08-25 12:31:00,No network access,My wireless connection disconnects every few minutes in the office. There is no error code displayed.,Network and VPN,Medium,Phone,Office Wi Fi
TKT-0512,2026-08-28 00:19:00,Program will not open,"Hello, The application closes immediately after I open the project file. I have a client deadline later today.",Software,Medium,Phone,Project Management Tool
TKT-0353,2026-06-17 12:01:00,Attachment blocked,"Hi support, A project attachment is being blocked when I try to send it. Please let me know what information you need.",Email,Medium,Chat,Shared Mailbox
TKT-0448,2026-07-05 03:15:00,Email not sending,Outlook reports that my mailbox has reached its storage limit. Another team member can use the same service.,Email,Medium,Email,Exchange Online
TKT-0492,2026-06-22 10:00:00,Application crashes,"Hello, The application closes immediately after I open the project file. I have a client deadline later today.",Software,Low,Email,PDF Editor
TKT-0458,2026-07-21 02:44:00,Software install request,"Hi support, The latest update repeatedly fails near the end of installation. This started this morning.",Software,Medium,Portal,CAD Application
TKT-0462,2026-07-27 02:15:00,Application crashes,Please help. The program says no license is available even though I used it yesterday. I have a client deadline later today.,Software,Medium,Chat,CAD Application
TKT-0789,2026-06-07 01:32:00,Unexpected login alert,"IT team, The account portal reported a login from a location I do not recognize. I am working remotely today.",Security,Critical,Phone,Endpoint Protection
TKT-0504,2026-07-26 14:28:00,Software install request,"IT team, The program displays an error message and will not open. This started this morning.",Software,Medium,Chat,PDF Editor
TKT-0830,2026-06-09 21:25:00,Unexpected login alert,"Hello, A security warning appeared after I opened a downloaded file. Another team member can use the same service.",Security,High,Chat,Security Operations
TKT-0332,2026-08-15 21:01:00,Too much spam,Please help. A project attachment is being blocked when I try to send it. This started this morning.,Email,High,Phone,Exchange Online
TKT-0370,2026-08-02 12:41:00,Mailbox is full,"Hello, I am receiving a large increase in unwanted messages today. There is no error code displayed.",Email,High,Portal,Exchange Online
TKT-0511,2026-06-29 20:36:00,Update failed,Please help. The program says no license is available even though I used it yesterday. I have a client deadline later today.,Software,High,Phone,Finance Application
TKT-0053,2026-07-03 01:49:00,Cannot sign in,"Hi support, I can sign in to my laptop but the application says I do not have access. I have a client deadline later today.",Account Access,Medium,Chat,Project Portal
TKT-0699,2026-06-13 01:01:00,Keyboard stopped working,"Hello, USB devices disconnect whenever I connect through the docking station. The issue continues after a restart.",Hardware,Low,Phone,Laptop
TKT-0776,2026-08-04 20:40:00,Unusual password reset,Please help. The account portal reported a login from a location I do not recognize. The problem began after the latest update.,Security,Critical,Chat,Security Operations
TKT-0506,2026-07-24 21:54:00,Software install request,Please help. The latest update repeatedly fails near the end of installation. I am working remotely today.,Software,High,Phone,Project Management Tool
TKT-0893,2026-06-30 02:54:00,Possible malware warning,"IT team, A security warning appeared after I opened a downloaded file. There is no error code displayed.",Security,Medium,Chat,Endpoint Protection
TKT-0104,2026-08-18 09:59:00,MFA code not working,"IT team, I can sign in to my laptop but the application says I do not have access. I am working remotely today.",Account Access,Medium,Portal,Project Portal
TKT-0110,2026-07-04 23:43:00,MFA code not working,"IT team, My password expired and the reset page will not accept the new password. The problem began after the latest update.",Account Access,Medium,Email,Project Portal
TKT-0317,2026-08-14 13:35:00,Too much spam,Outlook reports that my mailbox has reached its storage limit. Please let me know what information you need.,Email,Medium,Portal,Exchange Online
TKT-0176,2026-08-30 22:43:00,Cannot reach shared drive,Please help. My wireless connection disconnects every few minutes in the office. I have a client deadline later today.,Network and VPN,Low,Email,Remote Desktop
TKT-0689,2026-06-08 16:04:00,Monitor not detected,The second monitor is blank and is not shown in display settings. I have a client deadline later today.,Hardware,Low,Chat,Keyboard
TKT-0713,2026-08-15 10:23:00,Battery drains quickly,USB devices disconnect whenever I connect through the docking station. This started this morning.,Hardware,Medium,Chat,Keyboard
TKT-0471,2026-07-04 15:42:00,Application crashes,The application closes immediately after I open the project file. Please let me know what information you need.,Software,Medium,Email,Finance Application
TKT-0486,2026-08-27 21:14:00,Update failed,Please help. The application closes immediately after I open the project file. This started this morning.,Software,Medium,Phone,Finance Application
TKT-0329,2026-07-30 23:00:00,Attachment blocked,"IT team, Messages remain in the outbox and do not send to external recipients. The issue continues after a restart.",Email,Medium,Email,Email Gateway
TKT-0191,2026-08-28 02:25:00,Remote connection is slow,"Hello, The network connection is extremely slow when I open large files remotely. The issue continues after a restart.",Network and VPN,Medium,Chat,Remote Desktop
TKT-0494,2026-08-06 11:50:00,License error,"Hi support, The latest update repeatedly fails near the end of installation. The problem began after the latest update.",Software,Medium,Chat,PDF Editor
TKT-0036,2026-06-14 05:56:00,Access denied,"IT team, My password expired and the reset page will not accept the new password. Please let me know what information you need.",Account Access,Low,Phone,Microsoft 365
TKT-0844,2026-08-02 00:34:00,Possible malware warning,"Hi support, My company phone is missing and may have been left in a public location. The issue continues after a restart.",Security,Medium,Phone,Security Operations
TKT-0239,2026-06-20 02:16:00,No network access,"Hello, My wireless connection disconnects every few minutes in the office. Another team member can use the same service.",Network and VPN,Medium,Chat,Office Wi Fi
TKT-0894,2026-06-08 04:25:00,Suspicious email received,I received a password reset notification that I did not request. The issue continues after a restart.,Security,Medium,Email,Security Operations
TKT-0012,2026-08-15 19:55:00,MFA code not working,I entered the wrong password several times and my account is now locked. I have a client deadline later today.,Account Access,Medium,Chat,Project Portal
TKT-0490,2026-06-18 06:11:00,Application crashes,"Hello, I need the approved software installed for a new assignment. The issue continues after a restart.",Software,Low,Email,CAD Application
TKT-0198,2026-07-25 01:35:00,Cannot reach shared drive,"IT team, The network connection is extremely slow when I open large files remotely. There is no error code displayed.",Network and VPN,Medium,Phone,Corporate VPN
TKT-0858,2026-06-15 22:04:00,Unexpected login alert,"Hi support, A security warning appeared after I opened a downloaded file. I am working remotely today.",Security,High,Portal,Identity Portal
TKT-0711,2026-06-26 23:00:00,Keyboard stopped working,Please help. Several keys stopped responding after I returned from lunch. I am working remotely today.,Hardware,High,Phone,Keyboard
TKT-0360,2026-06-26 09:28:00,Missing messages,Please help. A project attachment is being blocked when I try to send it. I have a client deadline later today.,Email,Low,Email,Email Gateway
TKT-0038,2026-08-14 18:59:00,Cannot sign in,The multifactor authentication code is not arriving on my phone. I have a client deadline later today.,Account Access,Medium,Phone,Identity Portal
TKT-0157,2026-06-09 19:00:00,Cannot reach shared drive,Please help. The network connection is extremely slow when I open large files remotely. Another team member can use the same service.,Network and VPN,High,Phone,Remote Desktop
TKT-0167,2026-07-28 12:59:00,Wi Fi keeps dropping,"Hello, My wireless connection disconnects every few minutes in the office. This started this morning.",Network and VPN,High,Email,Corporate VPN
TKT-0411,2026-08-26 07:10:00,Too much spam,Messages remain in the outbox and do not send to external recipients. I have a client deadline later today.,Email,Medium,Email,Email Gateway
TKT-0327,2026-08-19 17:23:00,Missing messages,Please help. I am receiving a large increase in unwanted messages today. The issue continues after a restart.,Email,High,Email,Outlook
TKT-0747,2026-06-13 20:10:00,Docking station issue,Several keys stopped responding after I returned from lunch. I am working remotely today.,Hardware,Medium,Chat,Monitor
TKT-0895,2026-08-05 23:56:00,Suspicious email received,"Hi support, I received a password reset notification that I did not request. Another team member can use the same service.",Security,High,Portal,Endpoint Protection
TKT-0708,2026-07-25 06:36:00,Monitor not detected,Please help. The laptop does not power on even when it is connected to the charger. The issue continues after a restart.,Hardware,Medium,Chat,Battery
TKT-0857,2026-06-07 04:07:00,Possible malware warning,"Hi support, A security warning appeared after I opened a downloaded file. The issue continues after a restart.",Security,High,Email,Endpoint Protection
TKT-0701,2026-08-30 11:41:00,Battery drains quickly,"Hi support, The laptop does not power on even when it is connected to the charger. This started this morning.",Hardware,Medium,Chat,Battery
TKT-0412,2026-08-05 12:36:00,Mailbox is full,Several expected emails are missing even though the senders received no error. The problem began after the latest update.,Email,Medium,Phone,Outlook
TKT-0214,2026-08-06 12:44:00,No network access,"Hello, My laptop shows connected to Wi Fi but no internal sites will load. The issue continues after a restart.",Network and VPN,Medium,Email,Project File Share
TKT-0837,2026-07-31 17:26:00,Suspicious email received,"IT team, I received an email asking me to sign in through a link that does not look legitimate. I am working remotely today.",Security,Critical,Chat,Email Gateway
TKT-0314,2026-08-10 21:22:00,Email not sending,Please help. Several expected emails are missing even though the senders received no error. The problem began after the latest update.,Email,Low,Chat,Shared Mailbox
TKT-0718,2026-08-03 10:24:00,Monitor not detected,"Hi support, USB devices disconnect whenever I connect through the docking station. The issue continues after a restart.",Hardware,Medium,Chat,Docking Station
TKT-0886,2026-07-14 12:34:00,Unexpected login alert,"IT team, The account portal reported a login from a location I do not recognize. This started this morning.",Security,High,Phone,Security Operations
TKT-0720,2026-07-20 16:24:00,Laptop will not start,"IT team, USB devices disconnect whenever I connect through the docking station. Please let me know what information you need.",Hardware,Medium,Portal,Docking Station
TKT-0725,2026-06-09 08:42:00,Keyboard stopped working,"Hi support, The battery now lasts less than one hour after a full charge. The issue continues after a restart.",Hardware,Low,Portal,Keyboard
TKT-0029,2026-08-04 22:20:00,Account locked,Please help. The multifactor authentication code is not arriving on my phone. There is no error code displayed.,Account Access,Medium,Portal,Identity Portal
TKT-0320,2026-07-10 11:18:00,Attachment blocked,Outlook reports that my mailbox has reached its storage limit. I am working remotely today.,Email,Low,Portal,Email Gateway
TKT-0814,2026-06-06 21:09:00,Possible malware warning,A security warning appeared after I opened a downloaded file. There is no error code displayed.,Security,Critical,Portal,Security Operations
TKT-0889,2026-06-30 23:15:00,Unusual password reset,"Hello, The account portal reported a login from a location I do not recognize. I am working remotely today.",Security,Critical,Phone,Endpoint Protection
TKT-0126,2026-06-06 19:23:00,Access denied,Please help. I can sign in to my laptop but the application says I do not have access. This started this morning.,Account Access,Low,Portal,Microsoft 365
TKT-0193,2026-08-08 04:07:00,Remote connection is slow,Please help. Websites work but I cannot reach the shared project drive from home. I am working remotely today.,Network and VPN,Medium,Phone,Office Wi Fi
TKT-0382,2026-07-10 10:46:00,Too much spam,Please help. Several expected emails are missing even though the senders received no error. The issue continues after a restart.,Email,Medium,Chat,Outlook
TKT-0338,2026-08-05 09:49:00,Mailbox is full,"Hi support, A project attachment is being blocked when I try to send it. Please let me know what information you need.",Email,Medium,Portal,Outlook
TKT-0869,2026-07-27 18:20:00,Suspicious email received,"Hi support, A security warning appeared after I opened a downloaded file. I have a client deadline later today.",Security,High,Email,Email Gateway
TKT-0867,2026-07-23 07:31:00,Unexpected login alert,"Hello, I received a password reset notification that I did not request. I am working remotely today.",Security,Critical,Email,Email Gateway
TKT-0778,2026-08-25 15:04:00,Unusual password reset,"IT team, The account portal reported a login from a location I do not recognize. Another team member can use the same service.",Security,High,Chat,Security Operations
TKT-0093,2026-07-08 07:11:00,Account locked,"IT team, I entered the wrong password several times and my account is now locked. Please let me know what information you need.",Account Access,Medium,Chat,Project Portal
TKT-0336,2026-07-02 03:46:00,Attachment blocked,Please help. Several expected emails are missing even though the senders received no error. There is no error code displayed.,Email,Medium,Email,Email Gateway
TKT-0189,2026-07-02 14:02:00,No network access,"Hi support, Websites work but I cannot reach the shared project drive from home. I have a client deadline later today.",Network and VPN,High,Email,Remote Desktop
TKT-0358,2026-07-26 08:36:00,Attachment blocked,"Hi support, A project attachment is being blocked when I try to send it. This started this morning.",Email,Medium,Portal,Exchange Online
TKT-0782,2026-06-11 06:00:00,Unusual password reset,"IT team, I received an email asking me to sign in through a link that does not look legitimate. I am working remotely today.",Security,High,Email,Identity Portal
TKT-0105,2026-08-11 11:14:00,MFA code not working,I changed my password this morning and now my credentials are rejected. Please let me know what information you need.,Account Access,Low,Chat,Time Entry
TKT-0343,2026-07-16 20:59:00,Missing messages,Messages remain in the outbox and do not send to external recipients. This started this morning.,Email,Low,Chat,Email Gateway
TKT-0196,2026-07-26 09:24:00,Wi Fi keeps dropping,"Hi support, Websites work but I cannot reach the shared project drive from home. This started this morning.",Network and VPN,High,Chat,Project File Share
TKT-0757,2026-06-23 10:00:00,Lost company device,Please help. A security warning appeared after I opened a downloaded file. Please let me know what information you need.,Security,Medium,Portal,Security Operations
TKT-0139,2026-06-06 01:01:00,Password reset needed,Please help. The multifactor authentication code is not arriving on my phone. I have a client deadline later today.,Account Access,Medium,Chat,Project Portal
TKT-0721,2026-06-23 21:56:00,Docking station issue,"IT team, USB devices disconnect whenever I connect through the docking station. Please let me know what information you need.",Hardware,Medium,Phone,Keyboard
TKT-0739,2026-08-09 14:59:00,Laptop will not start,"Hello, Several keys stopped responding after I returned from lunch. I am working remotely today.",Hardware,Medium,Email,Monitor
TKT-0826,2026-06-04 07:20:00,Possible malware warning,"Hello, I received an email asking me to sign in through a link that does not look legitimate. The problem began after the latest update.",Security,High,Chat,Email Gateway
TKT-0183,2026-06-20 00:40:00,Wi Fi keeps dropping,"IT team, The VPN client stops while connecting and reports that the gateway is unavailable. I have a client deadline later today.",Network and VPN,Medium,Email,Corporate VPN
TKT-0369,2026-08-03 20:14:00,Email not sending,"Hello, Messages remain in the outbox and do not send to external recipients. The issue continues after a restart.",Email,Low,Email,Shared Mailbox
TKT-0450,2026-08-14 07:00:00,Mailbox is full,Please help. Outlook reports that my mailbox has reached its storage limit. Another team member can use the same service.,Email,Low,Email,Shared Mailbox
TKT-0086,2026-07-12 07:01:00,Cannot sign in,I can sign in to my laptop but the application says I do not have access. The problem began after the latest update.,Account Access,Low,Portal,Project Portal
TKT-0752,2026-06-16 05:08:00,Possible malware warning,I received an email asking me to sign in through a link that does not look legitimate. I am working remotely today.,Security,Critical,Email,Email Gateway
TKT-0703,2026-06-28 15:37:00,Battery drains quickly,The battery now lasts less than one hour after a full charge. The issue continues after a restart.,Hardware,Medium,Email,Keyboard
TKT-0445,2026-06-23 01:03:00,Email not sending,"Hi support, Messages remain in the outbox and do not send to external recipients. This started this morning.",Email,Medium,Portal,Outlook
